title,part_of_speech,definition,current_etymology
յարգելի,adjective,"['respectable, honourable, renerable, esteemable, estimable.']",
յարգուիլ,verb,"['to be respected, honoured.']",
յարդարել,verb,"['to fit up, to put, to set in order, to arrange, to adjust, to prepare, to make up, to fashion, to ",
յարմարիլ,verb,"[""to agree, to suit, to fit, to match, to be suitable, to be proper for, to conform one's self.""]",
յաւակնիլ,verb,"['to dare, to pretend, to claim, to assume, to arrogate, to presume.']",
յաւելեալ,adjective,"['additional, added, further, augmented, surplus.']",
յափրանալ,verb,"[""to glut, to satiate one's self, to be cloyed; to get tired of, to get sick of, to be disgusted.""]",
յենարան,noun,"['prop, support, stay, leaning stock, bridge.']",
յետաձգել,verb,['to postpone.'],
յերիւրել,verb,"['to form, to compose, to make up, to forge, to fabricate, to contrive, to coin, to fudge, to mint.'",
յիշեալ,adjective,"['mentioned, referred to, cited, noted; something or someone that has already been mentioned, spoken",
յիշուիլ,verb,"['to be remembered, to be recollected.']",
յղանալ,verb,"[""to conceive, to devise, to imagine, to conceive a child; (figuratively) to conceive an idea or pla",
յղացումն,noun,"['concept, idea, conception; apprehension, notion.']",
յղկուիլ,verb,"['To be smoothed by chiseling; to be trimmed, to be polished; To have roughness worn away by rubbing",
յղութիւն,noun,"['conception, pregnancy, impregnation.']",
յղփանալ,verb,"['to run over, to overflow, to be filled, to be glutted, to be satisfied, to gloat.']",
յոռետես,adjective,"['pessimistic; pessimist, a person who is pessimistic.']",
յոտնկայս,adverb,"['upright, standing up, risen, on foot.']",
յորդիլ,verb,"['to overflow, to run over, to teem, to abound.']",
յորդոր,adjective,"['ardent, diligent, eager, desirous; exhortation, advice, counsel.']",
յորդորել,verb,"['to exhort, to induce, to incite, to advise, to encourage, to invite.']",
յորդօրէն,adverb,"['abundantly, copiously, plentifully.']",
յորձանք,noun,"['stream, vortex, whirling, eddy, surge.']",
յուզել,verb,"['to agitate, to move, to stir up, to put in motion, to disturb, to affect, to touch, to provoke.']",
յուզիչ,adjective,"['touching, moving, affecting, stirring, pathetic.']",
յուզուիլ,verb,"['to be affected, touched, excited, to be moved, to be roused, to be stirred up; to rise, to swell.'",
յուզումն,noun,"['agitation, stir, emotion, excitement, trouble, incitement.']",
յումպէտս,adverb,"['in vain, needlessly, uselessly, to no end.']",
յուսախաբ,adjective,"['disappointed, hopeless, desperate, in despair; disappointedly, hopelessly.']",
յուսահատ,adjective,"['hopeless, desperate, in despair.']",
յօդուած,noun,"['articulation, joint, construction, paragraph, paper, article, clause.']",
յօրինել,verb,"['to make, to build, to fashion, to compose, to form, to write, to prepare, to construct, to invent,",
նախաբան,noun,"['forward, preface, prelude, preamble, prologue.']",
նախանձիլ,verb,"['to envy, to be envious of, to be jealous of, to emulate.']",
նախապէս,adverb,"['beforehand, first of all, at first.']",
նախորդել,verb,"['to precede, to be or occur before something or someone else.']",
նախօրեակ,noun,['the day before.'],
նախօրօք,adverb,"['prior, before, previously, from yesterday, beforehand.']",
նայուածք,noun,"['look, glance.']",
նեղացնել,verb,"['to make narrow; to vex, to bother, to offend, to give trouble, to worry.']",
նեղուիլ,verb,"['to be uneasy, to grieve, to be troubled, to be constrained, to be afflicted, to ail.']",
նենգամիտ,adjective,"['who thinks deceivingly, who thinks deceiving thoughts, knavish, malicious, rogue, swindler, rascal",
նետուիլ,verb,"[""to fall on, to throw one's self, to fall upon, to dart, to spring, to fling, to rush, to precipita",
ներապրիլ,verb,"['to live or feel inside, spiritually.']",
ներգոյակ,adjective,"['intrinsic, immanent.']",
ներելի,adjective,"['forgivable, pardonable, excusable, permissible, venial, remissible, allowable, sufferable.']",
ներկայ,noun,"['present, actual; current; the present time; someone who is present.']",
ներհուն,adjective,"['erudite, very learned, instructed, clever.']",
ներումն,noun,"['pardon, forgiveness.']",
նիւթական,adjective,"['material, hylic, objective, physical; property, livelihood.']",
նիւթապէս,adverb,['materially.'],
նիւթեղէն,noun,['Material; physical; composed of matter; corporeal; A material being; a physical entity; that which,
նկատուիլ,verb,"['to be observed, to be considered, to be regarded, to be noted, to be noticed.']",
նկարագիր,noun,"['character, description, designation, portrait, image, figure, plan, representation.']",
նկարուիլ,verb,"['to be painted, depicted, pictured, photographed.']",
նմանապէս,adverb,"['likewise, similarly, too, also.']",
նմանիլ,verb,"['to be like, to resemble, to conform, to assimilate, to be equal with, to take after, to imitate.']",
նմանցնել,verb,"['to imitate, to resemble, to conform, to counterfeit; to compare, to symbolize.']",
ննջեցեալ,adjective,"['asleep, defunct, deceased, dead.']",
նշանաւոր,adjective,"['famous, remarkable, notable, illustrious, eminent, conspicuous, distinguished.']",
նշմարելի,adjective,"['perceivable, observable, discoverable.']",
նշուիլ,verb,"['to be marked, to be noted, to be pointed out.']",
նոյնիսկ,adverb,['even.'],
նոյնպէս,adverb,"['similarly, likewise, in like manner, in that way; ditto.']",
նոյնքան,noun,"['as much, as many; the same amount.']",
նորագիր,noun,"['Being newly written, in the process of being written; Recently written, just written; Only recentl",
նորագիւտ,adjective,['newly discovered; newly invented; recently acquired.'],
նորագոյն,adjective,"['new, newest, very new; (in a temporal sense) recent, latest, modern.']",
նորահաս,noun,"['newly come, newly arrived; just come onto the scene; newly ripened or just matured; sudden or just",
նորահրաշ,adjective,"['new and wonderful, strange, phenomenal, prodigious, extraordinary, astonishing.']",
նորայայտ,adjective,"['newly emerged, recently discovered; describes something that has recently appeared, been discovere",
նորանկախ,adjective,['newly independent; new and independent.'],
նորանոր,adjective,"['ever more and new, new and following each other many times, continually new.']",
նորատիպ,adjective,['new in kind or nature; newly developed or novel in form; newly printed or published.'],
նորոյթ,noun,"['new items, mode, novelty, innovation, fashion, style.']",
նուագել,verb,"['to play on a musical instrument, to sing, to chant, to execute.']",
նուազիլ,verb,"['to lessen, to decrease, to abate, to dwindle, to diminish, to grow less, to retrench.']",
նուաճել,verb,"['to subdue, to conquer, to subjugate, to submit, to bring under subjection, to subject, to overcome",
նուաճելի,noun,"['conquerable, vincible, vanquishable, tameable, that may be subdued.']",
նուաստ,adjective,"['low, vile, mean, base, servile, inferior, humble, shabby, abject, little, small, subservient.']",
նուիրեալ,noun,"['consecrated, sainted, devoted.']",
նուիրել,verb,"['to offer, to present, to dedicate, to give, to consecrate, to sacrifice, to vow, to devote.']",
նօսրանալ,verb,"['to become less dense; to dilute; to become thin, rare, coarse, slender, spare.']",
շալկել,verb,"['to shoulder, to put upon the back, to carry anything upon the back.']",
շահաբեր,adjective,"['profitable, productive, lucrative, gainful, advantageous, remunerative, beneficial, fruitful.']",
շահուիլ,verb,"['to be won, gained, obtained, acquired, earned.']",
շաղուածք,noun,['kneaded mixture; way of kneading.'],
շառաւիղ,noun,"['radius, sprout, shoot: offset: scion, ray, beam, offspring, spoke.']",
շատնալ,verb,"['to be multiplied, to augment, to multiply, to grow, to increase.']",
շատոնց,adverb,['long ago.'],
շատրուան,noun,"['water-spout; fountain, jet.']",
շարժակ,noun,['motor.'],
շարժառիթ,noun,"['motive, incentive, incitement, object, cause.']",
շարժավար,noun,"['motorman, driver.']",
շարժումն,noun,"['movement, motion, moving, impulsion, sway, commotion; gesture; action.']",
շարուիլ,verb,"['to be lined up, to be assembled, to be grouped together, to be arranged; to line up, to form a row",
շարունակ,adverb,['Continuous; successive; unbroken; following one after another; Containing; including; having withi,
շեղումն,noun,"['obliquity, obliqueness, slant, slope, deviation, bias; aberration; difference.']",
շեշտուիլ,verb,"['to be emphasized, accented, accentuated, stressed, underlined, marked.']",
շեշտօրէն,adverb,['In an emphasized or striking manner; pointedly; Emphatically; strongly and clearly.'],
շեփորել,verb,"['to trumpet, to proclaim widely or loudly.']",
շիկնիլ,verb,"['to acquire a reddish or flushed color, to turn red, to redden, to grow red; to blush, to turn red ",
շինուիլ,verb,"['to be make, built, erected, constructed, to be founded.']",
շիջումն,noun,"['the act of going out, being extinguished, or burning out; withering or weakening.']",
շլանալ,verb,"['to squint; to be infatuated, fascinated, dazzled; to become blunt.']",
շլացնել,verb,"['to squint; to dazzle, to fascinate, to blind; to blunt.']",
շնորհալի,adjective,['graceful.'],
շնորհիւ,adposition,['thanks to.'],
շնորհքով,adjective,"['Natural talent, gift, ability; Sometimes used ironically: clumsiness, ineptitude; Particular merit",
շնչահեղձ,adjective,['suffocating; in a state of being out of breath or nearly breathless.'],
շնչասպառ,adjective,"['out of breath, breathless, mortal.']",
շշմեցնել,verb,"['to stupefy, to surprise.']",
շշնջել,verb,"['to whisper, to mutter, to mumble.']",
շոյանք,noun,"['caress, stroke, touch; flaterry.']",
շուարիլ,verb,"[""to be baffled, puzzled, surprised, confused, astonished, bewildered, disturbed, embarrassed, to be",
շրջածիր,noun,['orbit.'],
շփանալ,verb,"['to spoil (of a child), to be spoiled, to be depraved.']",
շփացնել,verb,"['to spoil (someone), to deprave, to corrupt, to make worse, to fondle, to pet, to be fond of.']",
շփոթանք,noun,"['disturbance, confusion, disorder, embarrassment, tumult, broil.']",
շփոթիլ,verb,"['to be confounded with, to be mixed up (something) with something else so that the individual eleme",
շփոթուիլ,verb,"['to be confounded with, to be mixed up (something) with something else so that the individual eleme",
շփոթումն,noun,"['disturbance, confusion, disorder, embarrassment, tumult, broil.']",
շփումն,noun,"['friction, rubbing, grating, contact, massage.']",
շքեղօրէն,adverb,"['ornately, splendidly.']",
շօշափել,verb,"['to feel, to palp, to try, to taste, to graze, to touch, to touch lightly, to grope, to handle.']",
շօշափելի,adjective,"['palpable, tangible, tactile.']",
ոգեկան,noun,"['Relating to the spirit; spiritual; Of the soul; mental, psychic.']",
ոգեկոչել,verb,"['to evoke, to raise up, to conjure up, to call up (spirit).']",
ոգեւորել,verb,"['to enliven, to encourage, to animate, to impart life to.']",
